,festival,local,direccion,ciudad,provincia,latitude,longitude,fecha_inicio,fecha_fin,duracion,estilo,dia_mes
326,Ciruelas Music Festival,Campo de Fútbol de Valdivia,,Valdivia,Badajoz,39.031794,-5.710101,2023-05-13,2023-05-13,1,musica urbana,13-05
327,Guadalajara Vive Fest,Fuente de la Niña,"P.º Francisco Aritmendi, 5",Guadalajara,Guadalajara,40.626722,-3.151904,2023-05-26,2023-05-27,2,musica urbana,26-05
328,Kannasur Festival,Pabellón de la Navegación,"Camino de los Descubrimientos, 2",Sevilla,Sevilla,37.394232,-6.008062,2023-05-26,2023-05-28,3,musica urbana,26-05
329,Alameda Festival,Polígono La Amarguilla,,Alameda,Málaga,37.212026,-4.651035,2023-06-02,2023-06-03,2,musica urbana,02-06
330,Share Festival Barcelona,Parc del Fòrum,"Carrer de la Pau, 12",Sant Adrià de Besòs,Barcelona,41.411578,2.224560,2023-06-09,2023-06-10,2,musica urbana,09-06
331,I Love Reggaeton Madrid,IFEMA,"Av. del Partenón, 5",Madrid,Madrid,40.467837,-3.617309,2023-06-10,2023-06-10,1,musica urbana,10-06
332,Sónar,Sónar de día - Fira Montjuïc,"Avinguda Rius i Taulet, s/n",Barcelona,Barcelona,41.372491,2.153574,2023-06-15,2023-06-17,3,musica urbana,15-06
333,O Son do Camiño,Parque Monte Do Gozo,Parque Monte do Gozo,Santiago de Compostela,A Coruña,42.886102,-8.496831,2023-06-15,2023-06-17,3,musica urbana,15-06
334,Boombastic Festival Madrid,Auditorio Miguel Ríos,"P.º Alicia Alonso, s/n",Rivas-Vaciamadrid,Madrid,40.345497,-3.514166,2023-06-16,2023-06-17,2,musica urbana,16-06
335,Animal Sound Festival,Recinto Ferial La Fica,"Diseminado Primero Mayo, 19",Murcia,Murcia,37.983615,-1.109834,2023-06-16,2023-06-17,2,musica urbana,16-06
336,Oh My Gol! LaLiga Music Experience,Estadio Cívitas Metropolitano,"Av. de Luis Aragonés, 4",Madrid,Madrid,40.436234,-3.599567,2023-06-16,2023-06-16,1,musica urbana,16-06
337,Boombastic Festival Canarias,Anexo Estadio de Gran Canaria,"C. Fondos de Segura, s/n",Las Palmas de Gran Canaria,Las Palmas,28.102238,-15.454372,2023-06-23,2023-06-24,2,musica urbana,23-06
338,Open Festival Tomares,Parque Jardines del Conde,"Calle de la Fuente, 8",Tomares,Sevilla,37.374199,-6.045624,2023-06-23,2023-07-01,9,musica urbana,23-06
339,Granada Latina Festival,Cortijo del Conde,Barrio Pt-Cc Cortijo del Conde,Granada,Granada,37.200651,-3.656157,2023-06-24,2023-06-24,1,musica urbana,24-06
340,Sunsetland Festival,Recinto Ferial - La Fica,"Diseminado Primero Mayo, 19",Murcia,Murcia,37.983792,-1.112269,2023-06-24,2023-06-24,1,musica urbana,24-06
341,My Fest Cantabria Infinita,Campos De Sport De El Sardinero,"C/ Real Racing Club, s/n",Santader,Cantabria,43.476328,-3.793290,2023-06-24,2023-06-24,1,musica urbana,24-06
342,Big Sound Festival,Ciudad de las Artes y las Ciencias,"Av. del Professor López Piñero, 7",Valencia,Valencia,39.454884,-0.350511,2023-06-29,2023-07-01,3,musica urbana,29-06
343,Holika Festival,,Cta. de La Catedral,Calahorra,La Rioja,42.297183,-1.957970,2023-06-29,2023-07-01,3,musica urbana,29-06
344,León Vive Festival,"Campo Hípico Municipal ""El Parque""","P.º el Parque, 8",León,León,42.584180,-5.569317,2023-06-29,2023-06-30,2,musica urbana,29-06
345,Puro Latino Fest Sevilla,Estadio Olímpico de La Cartuja,Isla de la Cartuja,Sevilla,Sevilla,37.417175,-6.004672,2023-06-30,2023-07-01,2,musica urbana,30-06
346,Conexión Valladolid,Antigua Hípica,Carretera de Rueda 232,Pinar de Antequera,Valladolid,41.597723,-4.757922,2023-06-30,2023-07-01,2,musica urbana,30-06
347,Oasis Sound Festival,Recinto Oasis Sound,Camino pozo de los carneros,La Solana,Ciudad Real,38.933504,-3.265487,2023-06-30,2023-07-01,2,musica urbana,30-06
348,Festival Río Babel,Caja Mágica,"Cmo. de Perales, 23",Madrid,Madrid,40.368782,-3.684282,2023-06-30,2023-07-02,3,musica urbana,30-06
349,Puro Latino Fest Madrid,Ciudad del Rock,,Arganda del Rey,Madrid,40.259655,-3.405773,2023-06-30,2023-07-01,2,musica urbana,30-06
350,Salinas Sound Festival,Estadio Municipal Antonio Peroles,"Camino de los depósitos, s/n",Roquetas de Mar,Almería,36.752244,-2.629960,2023-06-30,2023-07-01,2,musica urbana,30-06
351,Reggaeton Beach Festival (Tenerife),La Laguna,,,Santa Cruz de Tenerife,28.487002,-16.321406,2023-07-01,2023-07-02,2,musica urbana,01-07
352,Reggaeton Beach Festival (Asturias),Centro Niemeyer,"Av. del Zinc, s/n",Avilés,Asturias,43.557366,-5.918369,2023-07-01,2023-07-02,2,musica urbana,01-07
353,Bahía Sound,Centro Comercial Bahía Sur,"Avda. Caño Herrera, S/N",San Fernando,Cádiz,36.470933,-6.208702,2023-07-01,2023-08-19,50,musica urbana,01-07
354,Sotogrande Music Festival,Santa María Polo Club,Autovía del Mediterráneo,Sotogrande,Cádiz,36.294928,-5.282021,2023-07-01,2023-09-15,77,musica urbana,01-07
355,Weekend Beach Festival,Playa de Poniente,"Calle Faro Nuevo, 5",Torre del Mar,Málaga,36.732061,-4.099714,2023-07-05,2023-07-08,4,musica urbana,05-07
356,Reggaeton Beach Festival (Benidorm),Estadio Municipal Guillermo Amor,"Av. Ciudad Deportiva, s/n",Benidorm,Alicante,38.547410,-0.138016,2023-07-08,2023-07-09,2,musica urbana,08-07
357,Reggaeton Beach Festival (Marbella),Estadio Municipal San Pedro Alcántara,"Diseminado Poligono 27, 7",Marbella,Málaga,36.493323,-4.979060,2023-07-08,2023-07-09,2,musica urbana,08-07
358,Pirata Beach Festival,Polígono Industrial Benieto,"Carrer dels Carrossers, 27",Gandia,Valencia,38.956917,-0.170496,2023-07-12,2023-07-15,4,musica urbana,12-07
359,Boombastic Festival Asturias,Jardines Feriales de Llanera,Recinto Ferial de Llanera,Llanera,Asturias,43.430827,-5.864897,2023-07-13,2023-07-15,3,musica urbana,13-07
360,Covaleda Fest,Campamento Juvenil Raso de Nava,"Paraje Raso de la Nava, s/n",Covaleda,Soria,41.937690,-2.909918,2023-07-13,2023-07-15,3,musica urbana,13-07
361,Reggaeton Beach Festival (Mallorca),Poliesportiu Municipal Mateu Cañellas,"Avenida Alcudia, 0 S/N",Inca,Islas Baleares,39.727422,2.923222,2023-07-15,2023-07-16,2,musica urbana,15-07
362,Latin Fest Valencia,Auditorio Marina Sur,,Valencia,Valencia,39.458307,-0.316668,2023-07-15,2023-07-15,1,musica urbana,15-07
363,Zevra Festival,Playa de Cullera (Recinto Medusa Festival),"Plaça Numero 23, 96",Cullera,Valencia,39.156721,-0.244832,2023-07-21,2023-07-24,4,musica urbana,21-07
364,Puro Latino Fest Torremolinos,Recinto Ferial de Torremolinos en Málaga,"Calle México, 3",Torremolinos,Málaga,36.632508,-4.504952,2023-07-21,2023-07-22,2,musica urbana,21-07
365,Reggaeton Beach Festival (Barcelona),Playa del Forum,,Sant Adrià de Besòs,Barcelona,41.416567,2.231512,2023-07-22,2023-07-23,2,musica urbana,22-07
366,Reggaeton Beach Festival (Madrid),Recinto Ifema Valdebebas,"Calle Prov Parque Valdebebas 5, 51",Madrid,Madrid,40.478088,-3.621772,2023-07-22,2023-07-23,2,musica urbana,22-07
367,Cabo de Plata,Playa de la Hierbabuena,,Barbate,Cádiz,36.186226,-5.941415,2023-07-26,2023-07-29,4,musica urbana,26-07
368,Impacto Fest,Las Ventas de Albares,"C. la Corredera, 1",Torre del Bierzo,León,42.603693,-6.391242,2023-07-28,2023-07-30,3,musica urbana,28-07
369,Fan Futura Fest,Polideportivo San Javier,Explanada Mariano Rojas,San Javier,Murcia,37.810538,-0.829017,2023-07-28,2023-07-29,2,musica urbana,28-07
370,Morriña Festival,Muelle de Batería,,A Coruña,A Coruña,43.365874,-8.402886,2023-07-28,2023-07-29,2,musica urbana,28-07
371,Reggaeton Beach Festival (Santander),Campa de la Magdalena,"Av. de la Magdalena, s/n",Santander,Cantabria,43.468361,-3.772627,2023-07-29,2023-07-30,2,musica urbana,29-07
372,Loona Summer Festival,Campo de Fútbol El Morche,"Calle el Copo, 40",El Morche,Málaga,36.736859,-3.988820,2023-07-29,2023-07-29,1,musica urbana,29-07
373,Arenal Sound,Playa el Arenal,Avinguda de la Mediterrània s/n,Burriana,Castellón,39.864638,-0.066583,2023-08-01,2023-08-06,6,musica urbana,01-08
374,Puro Latino Fest Cádiz,Recinto Ferial de Las Banderas,,El Puerto de Santa María,Cádiz,36.614942,-6.240084,2023-08-03,2023-08-05,3,musica urbana,03-08
375,SonRías Baixas,Recinto Multiusos da Estacada,Rúa Pazos Fontenla 55,Bueu,Pontevedra,42.325401,-8.787413,2023-08-03,2023-08-05,3,musica urbana,03-08
376,Dreambeach Festival,Playa de Villaricos (Cuevas del Almanzora),Playa de Villaricos,Almería,Almería,37.246981,-1.773692,2023-08-09,2023-08-13,5,musica urbana,09-08
377,Vive la Feria Torrelavega,Recinto Ferial La Lechera,"Av. Rochefort Sur Mere, 41",Torrelavega,Cantabria,43.355016,-4.055758,2023-08-11,2023-08-13,3,musica urbana,11-08
378,Reggaeton Beach Festival (Galicia),Parque Industrial Porto do Molle,,Nigrán,Pontevedra,42.138714,-8.788462,2023-08-12,2023-08-13,2,musica urbana,12-08
379,Boombastic Day Costa del Sol,Marenostrum Fuengirola,,Fuengirola,Málaga,36.524777,-4.628699,2023-08-12,2023-08-12,1,musica urbana,12-08
380,Boombastic Festival Alicante,Área 12,Carrer de Xàtiva,Alicante,Alicante,38.377604,-0.506809,2023-08-17,2023-08-19,3,musica urbana,17-08
381,Riverland Festival,Recinto Riverland,,Arriondas,Asturias,43.393627,-5.176293,2023-08-24,2023-08-26,3,musica urbana,24-08
382,Negrita Music Festival,Recinto Virgen del Mar,,Santander,Cantabria,43.476327,-3.877616,2023-09-01,2023-09-02,2,musica urbana,01-09
383,Salamanca Vive Festival,Espacio Más,"N-501, km 88",Salamanca,Salamanca,40.948075,-5.585089,2023-09-08,2023-09-08,1,musica urbana,08-09
384,Cranc Festival,Claustro del Cármen,"Plaza, Carrer del Claustre del Carme, s/n",Maó,Islas Baleares,39.889060,4.266654,2023-09-21,2023-09-24,4,musica urbana,21-09
385,Metro Urban Fest,Cuartel de Artillería,"Calle Cartagena, 74",Murcia,Murcia,37.978577,-1.134553,2023-09-23,2023-09-23,1,musica urbana,23-09
386,Madrid Salvaje,IFEMA Feria de Madrid,"AV. PARTENÓN, Nº 5",Madrid,Madrid,40.464224,-3.616383,2023-09-29,2023-09-30,2,musica urbana,29-09
387,Rocanrola Alicante,Espai Rabasa,Calle de Xátiva S/N - Polígono Industrial Rabasa,Alicante,Alicante,38.378168,-0.505264,2023-10-05,2023-10-07,3,musica urbana,05-10
388,Extremúsika,Recinto Hípico,"Ctra. Mérida, S/N",Cáceres,Cáceres,39.442331,-6.373283,2023-10-12,2023-10-14,3,musica urbana,12-10
389,Miranda Urban Festival,La Fábrica de Tornillos,"Calle La Rioja, 2",Miranda de Ebro,Burgos,42.682562,-2.942104,2023-02-03,2023-02-04,2,musica urbana,03-02
390,Pirata Fallas,Jardines de Viveros,"Carrer de Cavanilles, 1",Valencia,Valencia,39.480593,-0.367742,2023-03-02,2023-03-02,1,musica urbana,02-03
391,La Noche de Cadena 100 (2023),WiZink Center,"Av. de Felipe II, s/n",Madrid,Madrid,40.423951,-3.671837,2023-03-18,2023-03-18,1,musica urbana,18-03
392,Primaverando Sevilla Festival,Estadio de la Cartuja,Isla de la Cartuja,Sevilla,Sevilla,37.417178,-6.004637,2023-03-25,2023-03-25,1,musica urbana,25-03
393,Primavera Festival Cáceres,Recinto Hípico,"Ctra. Mérida-Badajoz, s/n",Cáceres,Cáceres,39.442490,-6.372886,2023-03-30,2023-03-30,1,musica urbana,30-03
394,Primavera Trompetera,Circuito de Jerez,"Carretera de Arcos-Jerez de la Frontera, Km 10",Jerez de la Frontera,Cádiz,36.709350,-6.034155,2023-03-30,2023-04-01,3,musica urbana,30-03
395,B·Series,La Nau,"Carrer d'Àlaba, 30",Barcelona,Barcelona,41.394315,2.197004,2023-02-25,2023-03-31,35,musica urbana,25-02
396,Los 40 Primavera Pop,WiZink Center,"Av. Felipe II, s/n",Madrid,Madrid,40.423886,-3.671837,2023-04-14,2023-04-14,1,musica urbana,14-04
397,La Cueva Music Festival,Recinto Ferial de Alcalá de Guadaíra,C. San Juan,Alcalá de Guadaíra,Sevilla,37.331113,-5.840113,2023-04-15,2023-04-15,1,musica urbana,15-04
398,Las Noches del Malecón,La Fica,"Diseminado Primero Mayo, 19",Murcia,Murcia,37.983784,-1.110520,2023-04-21,2023-09-16,149,musica urbana,21-04
399,Solazo Fest,Recinto Ferial de Almería,Vega de Aca,Almería,Almería,36.837678,-2.431219,2023-04-28,2023-04-30,3,musica urbana,28-04
400,Fuc! Festival Universitario Castellón,Plaza de Toros de Castellón,"Avenida Benito Pérez Galdós, s/n",Castelló de la Plana,Castellón,39.985900,-0.045490,2023-04-28,2023-04-28,1,musica urbana,28-04
401,40 Minutu Rock,Landako Gunea,"Landako Etorbidea, 6",Durango,Vizcaya,43.171465,-2.630598,2023-02-25,2023-02-25,1,"rock, metal",25-02
402,Pirata Fallas,Jardines de Viveros,"Carrer de Cavanilles, 1",Valencia,Valencia,39.480593,-0.367742,2023-03-02,2023-03-02,1,"rock, metal",02-03
403,Heavy Metal Espectros,Sala Spectrum,"Av. Ciclista Mariano Rojas, 12",Puente Tocinos,Murcia,38.000750,-1.145260,2023-03-03,2023-03-04,2,"rock, metal",03-03
404,A Candeloria,Pazo de Ferias y Congresos,Avda. dos Deportes s/n,Lugo,Lugo,43.003404,-7.568502,2023-03-04,2023-03-04,1,"rock, metal",04-03
405,Adictes Fest,Espai Mercat,Pl de les Nacions sense Estat,Tárrega,Lleida,41.646035,1.140792,2023-03-04,2023-03-04,1,"rock, metal",04-03
406,Palacio Metal Fest,Parque de Las Marismas,"Av de las Marismas, 21A",Los Palacios y Villafranca,Sevilla,37.154092,-5.926952,2023-03-04,2023-03-04,1,"rock, metal",04-03
407,Devil´s Groove Metal Fest,Factoria de So,Cases de Son Llaüt s/n,Santa Maria del Camí,Islas Baleares,39.653915,2.792272,2023-03-04,2023-03-04,1,"rock, metal",04-03
408,Euskal Metal Fest,C.C Larratxo,"Larratxo pasealekua, 55",San Sebastian,Guipuzcoa,43.315253,-1.938711,2023-03-10,2023-03-11,2,"rock, metal",10-03
409,Puertollano Winter Festival,"Pabellón Ferial ""La Central""",,Puertollano,Ciudad Real,38.682026,-4.126267,2023-03-11,2023-03-11,1,"rock, metal",11-03
410,Diario de un Metalhead Fest,Sala Gong,"Calle Julián Cañedo, s/n",Oviedo,Asturias,43.354154,-5.839971,2023-03-12,2023-03-12,1,"rock, metal",12-03
411,Pounding Metal Fest,Sala Shoko Live,"Calle Toledo, 86",Madrid,Madrid,40.408747,-3.710636,2023-03-18,2023-03-18,1,"rock, metal",18-03
412,Iberian Southern Warriors Metal Fest,Sala La Petite,"C/Londres, 9",Armilla,Granada,37.148063,-3.622828,2023-03-24,2023-03-25,2,"rock, metal",24-03
413,Iberian Warriors Metal Fest,Urban Rock Concept,"Gamarrako Atea, 1",Vitoria-Gasteiz,Álava,42.858873,-2.663219,2023-03-24,2023-03-26,3,"rock, metal",24-03
414,Rebel Fest,Sala Andén 56 (antigua Hangar),"San Pedro y San Felices, 56",Burgos,Burgos,42.332142,-3.709490,2023-03-25,2023-03-25,1,"rock, metal",25-03
415,Alabordaje Fest,Pabellón De La Cantábrica,"Parque de la Cantábrica, C. la Industria, 45",Astillero,Cantabria,43.398179,-3.817287,2023-03-25,2023-03-25,1,"rock, metal",25-03
416,Iruña Rock,Navarra Arena,"Plaza Aizagerria, nº 1",Pamplona,Navarra,42.795708,-1.634686,2023-03-31,2023-04-01,2,"rock, metal",31-03
417,Festival Guoman,Plaza de España,,Guareña,Badajoz,38.859205,-6.102903,2023-03-31,2023-04-01,2,"rock, metal",31-03
418,Trincheras Rock,"Recinto ferial ""El Trinquete""","Calle de la Concordia, 11",Sarrión,Teruel,40.139402,-0.815149,2023-04-01,2023-04-01,1,"rock, metal",01-04
419,Metalmeria,Berlín Social Club,"Parque Nicolás Salmerón, 9",Almería,Almería,36.834982,-2.464904,2023-04-01,2023-04-01,1,"rock, metal",01-04
420,Crápula a Go Go,Morticia Puffo,"C. Matilde Conesa, 6",Ponferrada,León,42.552891,-6.605573,2023-04-06,2023-04-09,4,"rock, metal",06-04
421,Microsonidos,Varias localizaciones,,Murcia,,37.992050,-1.125357,2023-02-03,2023-04-07,64,"rock, metal",03-02
422,Barcelona Psych Fest,Sala Upload,"Av. Francesc Ferrer i Guàrdia, 13",Barcelona,Barcelona,41.368178,2.146969,2023-04-14,2023-04-15,2,"rock, metal",14-04
423,Torrock Festival,Plaza Mayor,Plaza Mayor,Torre de Don Miguel,Cáceres,40.223607,-6.577136,2023-04-14,2023-04-14,1,"rock, metal",14-04
424,San Jorge Rock,Polideportivo Municipal,"Calle Pilar Lorengar, 2",Borja,Zaragoza,41.832959,-1.526971,2023-04-15,2023-04-15,1,"rock, metal",15-04
425,Me Dan Arkadas Fest,Local Asociación (MásMúsica),"c/ Río Esla nº 34. Poligono industrial ""Las Hervencias""",Ávila,Ávila,40.669077,-4.690113,2023-04-15,2023-04-15,1,"rock, metal",15-04
426,Araba Distortion Fest,Fernando Buesa Arena,Carretera de Zurbano s/n,Vitoria-Gasteiz,Álava,42.864138,-2.641697,2023-04-15,2023-04-15,1,"rock, metal",15-04
427,Cachopo Fest,Sala Even,Calle José Díaz 5,Sevilla,Sevilla,37.408674,-5.989813,2023-04-15,2023-04-15,1,"rock, metal",15-04
428,Bbfest (Burgos Brass Fest) Primavera,Varias localizaciones,,Burgos,Burgos,42.343761,-3.697854,2023-04-21,2023-04-21,1,"rock, metal",21-04
429,Southern Metal Fest,Gruta 77,"C. Cuclillo, 6",Madrid,Madrid,40.390922,-3.731414,2023-04-22,2023-04-22,1,"rock, metal",22-04
430,Kalagurrirock,Aparcamiento del Silo,"Calle Bebricio, 60",Calahorra,La Rioja,42.306150,-1.969868,2023-04-22,2023-04-22,1,"rock, metal",22-04
431,Viña Rock,Recinto Ferial de Villarrobledo,"Santa Ana, 55",Villarrobledo,Albacete,39.272929,-2.608867,2023-04-28,2023-04-30,3,"rock, metal",28-04
432,Festival Ebroclub,La Fábrica de Tornillos,La Rioja 2,Miranda de Ebro,Burgos,42.682562,-2.942104,2023-04-28,2023-04-29,2,"rock, metal",28-04
433,DarkMAD,Autocine,"C. de la Isla de Java, 2",Madrid,Madrid,40.486224,-3.677802,2023-04-29,2023-04-30,2,"rock, metal",29-04
434,Desemboca Rock'n'Roll Festival,Sala Font del Ferro,"Passeig Castell i Mar, 9",Castell-Platja d'Aro,Girona,41.815599,3.032502,2023-04-29,2023-04-30,2,"rock, metal",29-04
435,Beach Riot Fest,Discoteca Ku,"Av. de la Comunitat Valenciana, Km. 121",Benidorm,Alicante,38.546140,-0.117726,2023-05-05,2023-05-06,2,"rock, metal",05-05
436,Volcano Fest,Aguere Cultural,"Calle Herradores, 47",San Cristóbal de La Laguna,Santa Cruz de Tenerife,28.487623,-16.316899,2023-05-06,2023-05-06,1,"rock, metal",06-05
437,Galia Metal Fest,Polideportivo Municipal,,Pozal de Gallinas,Valladolid,41.319440,-4.838332,2023-05-12,2023-05-13,2,"rock, metal",12-05
438,Vértigo Rock,Ermua Antzokia,"Iparraguirre Kalea, s/n",Ermua,Vizcaya,43.185958,-2.500763,2023-05-12,2023-05-13,2,"rock, metal",12-05
439,Zotes Rock,Zotes del Páramo,,Zotes del Páramo,León,42.272357,-5.736436,2023-05-12,2023-05-12,1,"rock, metal",12-05
440,Storm Metal Fest,Sala Babel,"Calle del Comercio, 10 (Polígono Industrial Babel)",Alicante,Alicante,38.335298,-0.514432,2023-05-13,2023-05-13,1,"rock, metal",13-05
441,Cáceres Underground Weekend,Mastropiero Gastrobar y Jardín,"Calle Fuente Nueva, 4",Cáceres,Cáceres,39.471587,-6.372381,2023-05-18,2023-05-20,3,"rock, metal",18-05
442,OrozkoRock,Orozco,"Gorbeia Kalea, 26H",Orozco,Vizcaya,43.104833,-2.909258,2023-05-19,2023-05-20,2,"rock, metal",19-05
443,No Future Fest (Vol.5),Sala la Mirona,Carrer d'Amnistia Internacional,Salt,Girona,41.968265,2.773426,2023-05-20,2023-05-20,1,"rock, metal",20-05
444,Rocktabator Fest,Plaza de Toros de Lodosa,"C. Pl. de Toros, 12",Lodosa,Navarra,42.424819,-2.083481,2023-05-20,2023-05-20,1,"rock, metal",20-05
445,Víncula Rock,Campo de Fútbol,,Escañuela,Jaén,37.875599,-4.029880,2023-05-20,2023-05-20,1,"rock, metal",20-05
446,Ourensound Fest,La Ciudad de los Muchachos,,Bemposta,Ourense,42.302000,-7.847472,2023-05-26,2023-05-27,2,"rock, metal",26-05
447,Kristonfest,Sala La Paqui (Antigua BUT),"C. de Barceló, 11",Madrid,Madrid,40.426982,-3.699747,2023-05-27,2023-05-27,1,"rock, metal",27-05
448,Montgorock (MRK Xàbia Festival),Recinto La Fontana,,Xàbia (Jávea),Alicante,38.777940,0.185012,2023-06-02,2023-06-03,2,"rock, metal",02-06
449,Surf O Rama Festival,Sala Repvblicca,"Pol. Industrial Mislata, Carrer Baix Vinalopó, 2",Valencia,,39.472830,-0.427006,2023-06-02,2023-06-03,2,"rock, metal",02-06
450,Block Party Arganzuela,Explanada Multiusos Madrid Rio,Autop. de Circunvalación M-30,Madrid,Madrid,40.394597,-3.701394,2023-06-03,2023-06-03,1,"rock, metal",03-06
451,Iberia Festival Murcia,Antiguo Cuartel de Artillería,"Calle Cartagena, 74",Murcia,Murcia,37.978581,-1.134551,2023-06-03,2023-06-03,1,"rock, metal",03-06
452,Chichotorment Fest,Antugua Fábrica de Orujo,,Dúrcal,Granada,36.993487,-3.571630,2023-06-03,2023-06-03,1,"rock, metal",03-06
453,Ehuneko Bat,Bekosolo Parkea,,Doneztebe,Vizcaya,43.248102,-2.889753,2023-06-03,2023-06-03,1,"rock, metal",03-06
454,Z! Live Rock Fest,Recinto Ferial de I.F.E.Z.A,"Carr. de la Aldehuela, 25",Zamora,Zamora,41.519537,-5.715646,2023-06-07,2023-06-10,4,"rock, metal",07-06
455,Astudillo Punk Rock,Polideportivo La Joya,"Avenida Nacho Viciosa, s/n",Astudillo,Palencia,42.192284,-4.299023,2023-06-09,2023-06-10,2,"rock, metal",09-06
456,OleoRock,Polideportivo Matías Prats,"Av. de Jaén, 3",Torredonjimeno,Jaén,37.763760,-3.947289,2023-06-10,2023-06-10,1,"rock, metal",10-06
457,Azkena Rock Festival,Recinto Mendizabala,Calle Mendizabala,Vitoria-Gasteiz,Álava,42.834043,-2.685149,2023-06-15,2023-06-17,3,"rock, metal",15-06
458,Osteguna Rock Festival,Plaza de la Virgen Blanca,"Virgen Blanca Plaza, 5,",Gasteiz,Álava,42.846947,-2.673264,2023-06-15,2023-06-15,1,"rock, metal",15-06
459,Renacer Metal Fest,Sala ReviLive,"C. los Cavilas, 4",Madrid,Madrid,40.401234,-3.590995,2023-06-16,2023-06-17,2,"rock, metal",16-06
460,Festival Vintoro,Plaza de Toros,"Calle Pina, 6",Toro,Zamora,41.522652,-5.388515,2023-06-16,2023-06-17,2,"rock, metal",16-06
461,Kabiefest Metal,Los Hoyos Bidea Iza,,Santurtzi,Vizcaya,43.320282,-3.034835,2023-06-16,2023-06-17,2,"rock, metal",16-06
462,HDC 843 Rockin' Fest,Parque de La Pollina,"Cam. de la Vega, s/n",Fuenlabrada,Madrid,40.284528,-3.769013,2023-06-16,2023-06-18,3,"rock, metal",16-06
463,Rock N Blues Festival,Recinto Las Arenas,"Carretera De Don Benito Guadalupe, 0 km 3",Don Benito,Badajoz,38.986234,-5.848503,2023-06-17,2023-06-17,1,"rock, metal",17-06
464,Rock Imperium Festival,Parque de la Cuesta del Batel,,Cartagena,Murcia,37.601389,-0.977359,2023-06-23,2023-06-25,3,"rock, metal",23-06
465,The Wild Fest,Parque Forestal San Miguel de Oia,,Vigo,Pontevedra,42.174472,-8.793440,2023-06-23,2023-06-25,3,"rock, metal",23-06
466,BBK Music Legends Festival,Bilbao Arena,"Askatasuna Etorb., 13",Bilbao,Vizcaya,43.252056,-2.926059,2023-06-23,2023-06-24,2,"rock, metal",23-06
467,Zeporock,Albergue Dulcinea del Toboso,Crtra. Quintanar s/n,El Toboso,Toledo,39.518385,-2.998849,2023-06-23,2023-06-25,3,"rock, metal",23-06
468,Koba Live,Koba-Live,,Abadiño,Vizcaya,43.165972,-2.613164,2023-06-24,2023-06-24,1,"rock, metal",24-06
469,Candil Rock,Aparcamientos del Edificio Cultural Paseo del Generalife,"P.º del Generalife, 40",Huércal de Almería,Almería,36.882650,-2.440428,2023-06-24,2023-06-24,1,"rock, metal",24-06
470,Resurrection Fest,Campo de fútbol de Celeiro,"Avenida Ramón Canosa, 3",Viveiro,Lugo,43.676330,-7.591553,2023-06-28,2023-07-01,4,"rock, metal",28-06
471,Antifa Rock Juneda,Recinto Antifa Rock Juneda,"Carrer d'Angel Guimerà, 39",Juneda,Lleida,41.547856,0.828946,2023-06-29,2023-07-01,3,"rock, metal",29-06
472,SubeRock,Pabellon Multiusos,C/ Parque de España 3,San Vicente de Alcántara,Badajoz,39.363272,-7.137940,2023-06-30,2023-07-01,2,"rock, metal",30-06
473,VDB Rock,Patio del instituto viejo,,Venta de Baños,Palencia,41.916666,-4.486735,2023-06-30,2023-07-01,2,"rock, metal",30-06
474,Canet Rock,Canet de Mar,Pla d'en Sala,Canet de Mar,Barcelona,41.593742,2.567597,2023-07-01,2023-07-01,1,"rock, metal",01-07
475,Maizu Rock,Intriago,,Intriago,Asturias,43.342915,-5.041167,2023-07-01,2023-07-01,1,"rock, metal",01-07
476,Psychobilly Meeting,Varias ubicaciones,,Pineda de Mar,Barcelona,41.624510,2.682758,2023-07-04,2023-07-11,8,"rock, metal",04-07
477,Mad Cool Festival,La Ciudad de la Música,Calle Laguna Dalga,Colonia Marconi (Villaverde),Madrid,40.329834,-3.711200,2023-07-06,2023-07-08,3,"rock, metal",06-07
478,Festival Blues Cazorla,Cazorla (Varios espacios),Varios espacios,Cazorla,Jaén,37.912413,-3.003784,2023-07-06,2023-07-08,3,"rock, metal",06-07
479,Zurbarán Rock,Parque de San Agustín,"Calle San Agustín, 4",Burgos,Burgos,42.333418,-3.700724,2023-07-07,2023-07-08,2,"rock, metal",07-07
480,Alterna Festival,Recinto Alterna Festival,"Calle Don Quijote de la Mancha, 2",El Bonillo,Albacete,38.952476,-2.536924,2023-07-07,2023-07-08,2,"rock, metal",07-07
481,Mondra & Roll,Parque de Monterrón,,Arrasate,Guipuzcoa,43.066709,-2.491531,2023-07-07,2023-07-08,2,"rock, metal",07-07
482,Galleta Rock Fest,Ciudad Deportiva Alberto Fernández,"Paseo El Soto, 7",Aguilar de Campoo,Palencia,42.790043,-4.258677,2023-07-08,2023-07-08,1,"rock, metal",08-07
483,Dolmen Music Fest,Recinto del antiguo Liceo,"Calle Urb. San Roque, 42",Villarcayo,Burgos,42.941196,-3.568982,2023-07-08,2023-07-08,1,"rock, metal",08-07
484,Pirata Beach Festival,Polígono Industrial Benieto,"Carrer dels Carrossers, 27",Gandia,Valencia,38.956917,-0.170496,2023-07-12,2023-07-15,4,"rock, metal",12-07
485,Motorbeach Festival,Playa Amogable,,Vinuesa,Soria,41.858037,-2.807406,2023-07-13,2023-07-16,4,"rock, metal",13-07
